utt_id,wav_path,text,speaker_id,language
SSB00050076,wavs/SSB00050076.wav,待未来完善的中国充电标准正式发布后,speaker_a,zh
SSB00050077,wavs/SSB00050077.wav,可以成为资本市场支持我国战略性新型产业的重要抓手,speaker_a,zh
SSB00050078,wavs/SSB00050078.wav,广州将建八个火车站高铁引入市中心,speaker_a,zh
SSB00050079,wavs/SSB00050079.wav,除了保利首开龙湖刚刚以四点五亿拿下地块之外,speaker_a,zh
SSB00050080,wavs/SSB00050080.wav,有些地方不仅设施缺乏,speaker_a,zh
SSB00050081,wavs/SSB00050081.wav,目前创业板市场已逐渐体现出自身特色,speaker_a,zh
SSB00050082,wavs/SSB00050082.wav,十五路无人售票,speaker_a,zh
SSB00050083,wavs/SSB00050083.wav,这些巨额土地出让金背后也对应着高昂的楼面价,speaker_a,zh
SSB00050084,wavs/SSB00050084.wav,五百四十零一千一百七十三,speaker_a,zh
SSB00050085,wavs/SSB00050085.wav,也讲述了面临的一些困惑,speaker_a,zh
SSB00050086,wavs/SSB00050086.wav,微博近三个月增加一百五十万人关注,speaker_a,zh
SSB00050087,wavs/SSB00050087.wav,它们的成交同比增长百分之二,speaker_a,zh
SSB00050088,wavs/SSB00050088.wav,电动汽车厂商特斯拉日前宣布,speaker_a,zh
SSB00050089,wavs/SSB00050089.wav,他发表长微博,speaker_a,zh
SSB00050090,wavs/SSB00050090.wav,国内篮球体制改革的社会关注度比较高,speaker_a,zh
SSB00050091,wavs/SSB00050091.wav,委办局之间信息壁垒现象非常严重,speaker_a,zh
SSB00050092,wavs/SSB00050092.wav,培养篮球苗子为国家队选送人才,speaker_a,zh
SSB00050093,wavs/SSB00050093.wav,充实孩子们的业余生活,speaker_a,zh
SSB00050095,wavs/SSB00050095.wav,大家都在琢磨如何在产品差异和服务上下更多功夫,speaker_a,zh
SSB00050096,wavs/SSB00050096.wav,兼顾一定会损害其中一方的利益,speaker_a,zh
SSB00050097,wavs/SSB00050097.wav,一路歌唱,speaker_a,zh
SSB00050098,wavs/SSB00050098.wav,一直,speaker_a,zh
SSB00050099,wavs/SSB00050099.wav,上述这些地块折合楼面价几乎均已达到五万元每平方米,speaker_a,zh
SSB00050100,wavs/SSB00050100.wav,随着中国成功获得二零一九年篮男篮世界杯的举办权,speaker_a,zh
SSB00050101,wavs/SSB00050101.wav,我的妈,speaker_a,zh
SSB00050102,wavs/SSB00050102.wav,时间都去哪儿啊,speaker_a,zh
SSB00050104,wavs/SSB00050104.wav,铁血豪情,speaker_a,zh
SSB00050105,wavs/SSB00050105.wav,来一首逆态度,speaker_a,zh
SSB00050106,wavs/SSB00050106.wav,结果是几块牌子为一个目标服务,speaker_a,zh
SSB00050107,wavs/SSB00050107.wav,解决信息孤岛的问题,speaker_a,zh
SSB00050108,wavs/SSB00050108.wav,还模仿歌神张学友唱歌带过,speaker_a,zh
SSB00050109,wavs/SSB00050109.wav,受金融及投资环境的影响,speaker_a,zh
SSB00050110,wavs/SSB00050110.wav,安全解救出被劫持的男童,speaker_a,zh
SSB00050111,wavs/SSB00050111.wav,创业板市场特征将会更加明显,speaker_a,zh
SSB00050112,wavs/SSB00050112.wav,即便是一些高价低廉的别墅项目,speaker_a,zh
SSB00050113,wavs/SSB00050113.wav,消除用户对于家庭安装能否实现的顾虑,speaker_a,zh
SSB00050114,wavs/SSB00050114.wav,大爱,speaker_a,zh
SSB00050115,wavs/SSB00050115.wav,人们就会轻视青少年普及篮球这个重要的务任务,speaker_a,zh
SSB00050116,wavs/SSB00050116.wav,于同一座城市花高价置办多套豪宅,speaker_a,zh
SSB00050117,wavs/SSB00050117.wav,有六十家公司为新兴产业上市公司,speaker_a,zh
SSB00050118,wavs/SSB00050118.wav,电音之王,speaker_a,zh
SSB00050119,wavs/SSB00050119.wav,体育总局该干的让体育总局干,speaker_a,zh
SSB00050120,wavs/SSB00050120.wav,市场对于家用电池的反应非常疯狂,speaker_a,zh
SSB00050121,wavs/SSB00050121.wav,事发工地目前已经停工,speaker_a,zh
SSB00050122,wavs/SSB00050122.wav,初步显示了创业板对新兴产业的培育作用,speaker_a,zh
SSB00050123,wavs/SSB00050123.wav,关于公益我们的任务是补及,speaker_a,zh
SSB00050124,wavs/SSB00050124.wav,新高新技术企业二百家,speaker_a,zh
SSB00050125,wavs/SSB00050125.wav,五百四十七万三千三百六十八,speaker_a,zh
SSB00050126,wavs/SSB00050126.wav,相关公司股票走势,speaker_a,zh
SSB00050127,wavs/SSB00050127.wav,他们刚刚曝出其位于顶楼的空中四合院产品,speaker_a,zh
SSB00050128,wavs/SSB00050128.wav,目前北京豪宅市场表面上热火朝天,speaker_a,zh
SSB00050129,wavs/SSB00050129.wav,怎么所有人都在做智慧城市,speaker_a,zh
SSB00050130,wavs/SSB00050130.wav,大力推动新一代信息技术产业加快发展,speaker_a,zh
SSB00050131,wavs/SSB00050131.wav,积极推动体制机制创新,speaker_a,zh
SSB00050132,wavs/SSB00050132.wav,发展过程中业绩波动也比较大,speaker_a,zh
SSB00050133,wavs/SSB00050133.wav,从长久来说没有办法持久,speaker_a,zh
SSB00050134,wavs/SSB00050134.wav,四十一路无人售票,speaker_a,zh
SSB00050135,wavs/SSB00050135.wav,他以搞笑方式,speaker_a,zh
SSB00050136,wavs/SSB00050136.wav,智慧城市究竟是做什么的现在提到在做智慧城市,speaker_a,zh
SSB00050137,wavs/SSB00050137.wav,来一首今生缘唱的演唱的最新,speaker_a,zh
SSB00050138,wavs/SSB00050138.wav,每个订单包括十个电池组,speaker_a,zh
SSB00050139,wavs/SSB00050139.wav,它们都是售价在七万元以下的,speaker_a,zh
SSB00050140,wavs/SSB00050140.wav,放一首儿童歌曲,speaker_a,zh
SSB00050141,wavs/SSB00050141.wav,六路无人售票,speaker_a,zh
SSB00050142,wavs/SSB00050142.wav,一向不太涉足高端产品的万科也加入进来,speaker_a,zh
SSB00050143,wavs/SSB00050143.wav,铁血男儿之省港大追击,speaker_a,zh
SSB00050144,wavs/SSB00050144.wav,来源搜狐体育,speaker_a,zh
SSB00050145,wavs/SSB00050145.wav,众辉体体育在短短两年间推出了多个健康跑品牌比赛,speaker_a,zh
SSB00050146,wavs/SSB00050146.wav,使得智慧城市系统性不够,speaker_a,zh
SSB00050147,wavs/SSB00050147.wav,它们变成了宣传单上的一座座豪宅,speaker_a,zh
SSB00050148,wavs/SSB00050148.wav,这是完全分割的两个项目,speaker_a,zh
SSB00050149,wavs/SSB00050149.wav,使参与者获得一份值得炫耀的荣誉,speaker_a,zh
SSB00050150,wavs/SSB00050150.wav,特斯拉一直以来都在积极参与国标修订的各项工作,speaker_a,zh
SSB00050152,wavs/SSB00050152.wav,投资方面也存在一些难题,speaker_a,zh
SSB00050153,wavs/SSB00050153.wav,九月一四日一六时四一分,speaker_a,zh
SSB00050154,wavs/SSB00050154.wav,柯文婷已被找到并联系上,speaker_a,zh
SSB00050155,wavs/SSB00050155.wav,要深入贯彻确落实科学发展观,speaker_a,zh
SSB00050156,wavs/SSB00050156.wav,四四岁的奥德拉嫚当娜曾六度获得托尼奖,speaker_a,zh
SSB00050157,wavs/SSB00050157.wav,罗志祥在真人秀节目中努力表现,speaker_a,zh
SSB00050158,wavs/SSB00050158.wav,苏打绿小情歌,speaker_a,zh
SSB00050159,wavs/SSB00050159.wav,目前孙河板块儿的竞争已经很明显,speaker_a,zh
SSB00050160,wavs/SSB00050160.wav,从一开始就透露出诸多疑点,speaker_a,zh
SSB00050161,wavs/SSB00050161.wav,图为警方当时在搜集现场证据,speaker_a,zh
SSB00050162,wavs/SSB00050162.wav,努力实现新一代信息技术产业核心关键技术的突破,speaker_a,zh
SSB00050163,wavs/SSB00050163.wav,一百家创业板上市公司属于战略性新兴产业,speaker_a,zh
SSB00050164,wavs/SSB00050164.wav,前后已经有三批共计二百九十个试点城市,speaker_a,zh
SSB00050165,wavs/SSB00050165.wav,被雷击中的樟树树前是游客躲雨的小木屋,speaker_a,zh
SSB00050166,wavs/SSB00050166.wav,懋源地产九亿拿下孙河另一块地,speaker_a,zh
SSB00050167,wavs/SSB00050167.wav,引进与激励人才是公司最需要解决的问题,speaker_a,zh
SSB00050168,wavs/SSB00050168.wav,在随后的分析师提问环节,speaker_a,zh
SSB00050170,wavs/SSB00050170.wav,智能交通医疗养老审批等相关应用在不断落地,speaker_a,zh
SSB00050171,wavs/SSB00050171.wav,广州将出台房屋租赁管理条例专家切忌一切一刀切,speaker_a,zh
SSB00050172,wavs/SSB00050172.wav,如约巴士的主界面功能丰富,speaker_a,zh
SSB00050173,wavs/SSB00050173.wav,战略性新兴产业企业经营风险相对来讲比较大,speaker_a,zh
SSB00050174,wavs/SSB00050174.wav,昨日记者从广州市住房保障办获悉,speaker_a,zh
SSB00050175,wavs/SSB00050175.wav,来一首哥有老婆,speaker_a,zh
SSB00050176,wavs/SSB00050176.wav,年纪约二零至三零岁,speaker_a,zh
SSB00050178,wavs/SSB00050178.wav,五百四十二万四千五百二十二,speaker_a,zh
SSB00050179,wavs/SSB00050179.wav,我觉得社会上每个人每个机构都有功能性,speaker_a,zh
SSB00050180,wavs/SSB00050180.wav,五百五十,speaker_a,zh
SSB00050181,wavs/SSB00050181.wav,三路无人售票第一人民医院站,speaker_a,zh
SSB00050182,wavs/SSB00050182.wav,小鱼正在路边吃云吞,speaker_a,zh
SSB00050183,wavs/SSB00050183.wav,信息孤岛是我国智能城市建设中通病,speaker_a,zh
SSB00050184,wavs/SSB00050184.wav,来听听,speaker_a,zh
SSB00050185,wavs/SSB00050185.wav,四十二路无人售票,speaker_a,zh
SSB00050186,wavs/SSB00050186.wav,特斯拉还宣布正式推出家庭充电免费预勘测服务,speaker_a,zh
SSB00050187,wavs/SSB00050187.wav,特斯拉官网官微被黑客劫持宣布免费送车,speaker_a,zh
SSB00050188,wavs/SSB00050188.wav,使之成为先导性支柱性产业,speaker_a,zh
SSB00050189,wavs/SSB00050189.wav,人文和国际化气氛的马拉松赛事,speaker_a,zh
SSB00050190,wavs/SSB00050190.wav,我的朋友,speaker_a,zh
SSB00050191,wavs/SSB00050191.wav,但是在行政体制当中,speaker_a,zh
SSB00050192,wavs/SSB00050192.wav,谈到这个他已经连续参与四届的校园篮球活动,speaker_a,zh
SSB00050193,wavs/SSB00050193.wav,保利首开龙湖四点五亿拿下东坝地块,speaker_a,zh
SSB00050194,wavs/SSB00050194.wav,五百四十,speaker_a,zh
SSB00050195,wavs/SSB00050195.wav,连体育老师都是兼职,speaker_a,zh
SSB00050196,wavs/SSB00050196.wav,而我们的性格也会带着我们走向自己所要去的方向,speaker_a,zh
SSB00050197,wavs/SSB00050197.wav,在审核理念上要有所创新,speaker_a,zh
SSB00050198,wavs/SSB00050198.wav,四十八路无人售票,speaker_a,zh
SSB00050199,wavs/SSB00050199.wav,同比增长迅速,speaker_a,zh
SSB00050200,wavs/SSB00050200.wav,一此前还有利锦府和首开常春藤,speaker_a,zh
SSB00050201,wavs/SSB00050201.wav,正在积极参与中国新充电标准的制定,speaker_a,zh
SSB00050202,wavs/SSB00050202.wav,义乌市委常务副市长王小颖直言,speaker_a,zh
SSB00050203,wavs/SSB00050203.wav,广州少女遭亲父猥猥亵母亲你爸被关我怎么办,speaker_a,zh
SSB00050204,wavs/SSB00050204.wav,仍获大批粉丝支持,speaker_a,zh
SSB00050205,wavs/SSB00050205.wav,六万元到七万元的有七个,speaker_a,zh
SSB00050206,wavs/SSB00050206.wav,目前中国正在修订关于充电的五项重要国家标准,speaker_a,zh
SSB00050207,wavs/SSB00050207.wav,智慧城市需要基础创新,speaker_a,zh
SSB00050209,wavs/SSB00050209.wav,远高于其他产业公司百分之三十增长率,speaker_a,zh
SSB00050210,wavs/SSB00050210.wav,他在二十日早上戴着墨镜黑口罩低调现身桃园机场,speaker_a,zh
SSB00050211,wavs/SSB00050211.wav,南城的天气既经历了白天的炙热高温,speaker_a,zh
SSB00050212,wavs/SSB00050212.wav,客群的减少使得豪宅的未来堪忧,speaker_a,zh
SSB00050213,wavs/SSB00050213.wav,更多的豪宅还在锅里,speaker_a,zh
SSB00050214,wavs/SSB00050214.wav,五百四十三万两千三百九十七,speaker_a,zh
SSB00050215,wavs/SSB00050215.wav,但地方政府缺乏顶层制度规划,speaker_a,zh
SSB00050216,wavs/SSB00050216.wav,来一首生日快乐歌,speaker_a,zh
SSB00050217,wavs/SSB00050217.wav,她已经坐在车顶超过了二零个小时,speaker_a,zh
SSB00050218,wavs/SSB00050218.wav,为用户免费现场勘查其家庭充电安装环境,speaker_a,zh
SSB00050219,wavs/SSB00050219.wav,接下来的两周时间里,speaker_a,zh
SSB00050220,wavs/SSB00050220.wav,推进公司产业化国际化,speaker_a,zh
SSB00050221,wavs/SSB00050221.wav,预计二零一六年上半年底才能达到这个产量,speaker_a,zh
SSB00050222,wavs/SSB00050222.wav,出让的土地为政府带来了接近四亿千亿的收入,speaker_a,zh
SSB00050223,wavs/SSB00050223.wav,造成超募资金闲置而自有资金紧张的矛盾,speaker_a,zh
SSB00050224,wavs/SSB00050224.wav,但在落实电子政务的过程中,speaker_a,zh
SSB00050225,wavs/SSB00050225.wav,一一一零报警服务台接群众报警,speaker_a,zh
SSB00050226,wavs/SSB00050226.wav,五百五十九万两千四百三十九,speaker_a,zh
SSB00050228,wavs/SSB00050228.wav,支持新兴产业力度显著,speaker_a,zh
SSB00050229,wavs/SSB00050229.wav,产品也几乎都以别野为主,speaker_a,zh
SSB00050230,wavs/SSB00050230.wav,五百四十二万二千五百三十六,speaker_a,zh
SSB00050231,wavs/SSB00050231.wav,掀起了公司跑步事业的序幕,speaker_a,zh
SSB00050232,wavs/SSB00050232.wav,五百四十五万八千两百四十九,speaker_a,zh
SSB00050233,wavs/SSB00050233.wav,我认为需要进行功能性的隔离,speaker_a,zh
SSB00050234,wavs/SSB00050234.wav,都是通过各种手段普及篮球,speaker_a,zh
SSB00050235,wavs/SSB00050235.wav,用户需要的是一款伟大的智能汽车,speaker_a,zh
SSB00050236,wavs/SSB00050236.wav,龙梅子,speaker_a,zh
SSB00050237,wavs/SSB00050237.wav,五百四十三,speaker_a,zh
SSB00050238,wavs/SSB00050238.wav,五百四十九,speaker_a,zh
SSB00050240,wavs/SSB00050240.wav,创业板给一批创新型企业装上腾飞的翅膀,speaker_a,zh
SSB00050241,wavs/SSB00050241.wav,他走访很多地区的体育课还都还处于放羊状态,speaker_a,zh
SSB00050242,wavs/SSB00050242.wav,至于面对女友整型的话题,speaker_a,zh
SSB00050243,wavs/SSB00050243.wav,北京土地市场在时隔一个多月后再次开闸,speaker_a,zh
SSB00050244,wavs/SSB00050244.wav,深交所创业板公司管理部总监傅炳辉表示,speaker_a,zh
SSB00050245,wavs/SSB00050245.wav,创业板公司严重依赖于创新型人才,speaker_a,zh
SSB00050246,wavs/SSB00050246.wav,称流花湖公园一小水池内发现一遗失浮尸,speaker_a,zh
SSB00050247,wavs/SSB00050247.wav,这是周扬青与他约会的爱巢,speaker_a,zh
SSB00050248,wavs/SSB00050248.wav,闽南语歌曲,speaker_a,zh
SSB00050249,wavs/SSB00050249.wav,广州婆婆砍死儿媳续上周才摆了满月酒,speaker_a,zh
SSB00050250,wavs/SSB00050250.wav,中铁建联手方兴五十点五亿拿下丰台石榴庄地块,speaker_a,zh
SSB00050251,wavs/SSB00050251.wav,创业板公司的特征是单一,speaker_a,zh
SSB00050252,wavs/SSB00050252.wav,邓紫棋存在,speaker_a,zh
SSB00050253,wavs/SSB00050253.wav,而自他们进入这个区域以来,speaker_a,zh
SSB00050254,wavs/SSB00050254.wav,五十三路无人售票,speaker_a,zh
SSB00050255,wavs/SSB00050255.wav,这意味着他们不太可能在短期之内,speaker_a,zh
SSB00050256,wavs/SSB00050256.wav,倡导跑步也是一项团队运动,speaker_a,zh
SSB00050257,wavs/SSB00050257.wav,改革需要撇弃大而全的思维,speaker_a,zh
SSB00050259,wavs/SSB00050259.wav,同时发布了数条恶搞无厘头内容,speaker_a,zh
SSB00050260,wavs/SSB00050260.wav,大量的供应已经在路上了,speaker_a,zh
SSB00050261,wavs/SSB00050261.wav,确定关闭,speaker_a,zh
SSB00050262,wavs/SSB00050262.wav,试点城市应有网络基础设施相关的公共平台和数据库,speaker_a,zh
SSB00050263,wavs/SSB00050263.wav,公用电话,speaker_a,zh
SSB00050264,wavs/SSB00050264.wav,夜空中最亮的星,speaker_a,zh
SSB00050265,wavs/SSB00050265.wav,给技术应用造成障碍,speaker_a,zh
SSB00050266,wavs/SSB00050266.wav,铁血坚持,speaker_a,zh
SSB00050267,wavs/SSB00050267.wav,五百四十九万六千七百七十一,speaker_a,zh
SSB00050268,wavs/SSB00050268.wav,小编将继续关注该案相关进展,speaker_a,zh
SSB00050269,wavs/SSB00050269.wav,来首邓紫棋的存在,speaker_a,zh
SSB00050270,wavs/SSB00050270.wav,随着越来越多的房企进驻这个区域,speaker_a,zh
SSB00050271,wavs/SSB00050271.wav,茗春茶业,speaker_a,zh
SSB00050272,wavs/SSB00050272.wav,引起众人高度关注,speaker_a,zh
SSB00050273,wavs/SSB00050273.wav,孩子在操场漫无目的地嬉戏打闹,speaker_a,zh
SSB00050274,wavs/SSB00050274.wav,广州工地塔吊吊臂坠落致四死负责人已被警方控制,speaker_a,zh
SSB00050275,wavs/SSB00050275.wav,企业板公司上市募集的资金多而使用效率较低,speaker_a,zh
SSB00050276,wavs/SSB00050276.wav,已上市战略性新兴产业公司的成长性较高,speaker_a,zh
SSB00050277,wavs/SSB00050277.wav,五百五十二万零四百零四,speaker_a,zh
SSB00050278,wavs/SSB00050278.wav,从而引导资金人才支持中国产业结构长期升级与优化,speaker_a,zh
SSB00050279,wavs/SSB00050279.wav,铁血男儿,speaker_a,zh
SSB00050280,wavs/SSB00050280.wav,广州日报记者从其父亲处得到核实,speaker_a,zh
SSB00050281,wavs/SSB00050281.wav,姚明以篮球青少年培养举例,speaker_a,zh
SSB00050282,wavs/SSB00050282.wav,该区域过去因为交通和配套落后而不受重视,speaker_a,zh
SSB00050283,wavs/SSB00050283.wav,我们选择的功能就是做普及性,speaker_a,zh
SSB00050284,wavs/SSB00050284.wav,达到两千套以上,speaker_a,zh
SSB00050285,wavs/SSB00050285.wav,特斯拉家用电池卖疯了一周内已获近四万预订,speaker_a,zh
SSB00050286,wavs/SSB00050286.wav,我国目前有超过五百个城市试点智慧城市,speaker_a,zh
SSB00050287,wavs/SSB00050287.wav,工作人员在舱房内整理床铺,speaker_a,zh
SSB00050288,wavs/SSB00050288.wav,五百四十一万三千二百四十八,speaker_a,zh
SSB00050289,wavs/SSB00050289.wav,新华社记者郑昕张晨俊,speaker_a,zh
SSB00050291,wavs/SSB00050291.wav,果断开枪击伤该嫌疑男子,speaker_a,zh
SSB00050292,wavs/SSB00050292.wav,随着高价地块的不断成交,speaker_a,zh
SSB00050295,wavs/SSB00050295.wav,在成交的五十套中,speaker_a,zh
SSB00050296,wavs/SSB00050296.wav,所有环节亲力亲为的负担显而易见,speaker_a,zh
SSB00050297,wavs/SSB00050297.wav,欺诈信息也都删除了,speaker_a,zh
SSB00050298,wavs/SSB00050298.wav,电动汽车厂商特斯拉日前宣布,speaker_a,zh
SSB00050299,wavs/SSB00050299.wav,正确把握信息技术发展趋势,speaker_a,zh
SSB00050300,wavs/SSB00050300.wav,龙洞婆婆砍死媳妇事发现场,speaker_a,zh
SSB00050301,wavs/SSB00050301.wav,越秀警方迅速安排警力到场置处置,speaker_a,zh
SSB00050302,wavs/SSB00050302.wav,上海浦东国际女半程马拉松,speaker_a,zh
SSB00050303,wavs/SSB00050303.wav,五百五十九,speaker_a,zh
SSB00050304,wavs/SSB00050304.wav,这项运动也会慢慢成为我们生活的习惯,speaker_a,zh
SSB00050305,wavs/SSB00050305.wav,卑微,speaker_a,zh
SSB00050306,wavs/SSB00050306.wav,别怕我伤心,speaker_a,zh
SSB00050307,wavs/SSB00050307.wav,多一点,speaker_a,zh
SSB00050308,wavs/SSB00050308.wav,四十一路无人售票,speaker_a,zh
SSB00050309,wavs/SSB00050309.wav,广州大二女生失联校方称查无此人就读记录,speaker_a,zh
SSB00050310,wavs/SSB00050310.wav,小猪向来以买房购地来孝顺母亲及投资理财,speaker_a,zh
SSB00050311,wavs/SSB00050311.wav,巧妙回避感情问题,speaker_a,zh
SSB00050312,wavs/SSB00050312.wav,供应将比今年翻一倍,speaker_a,zh
SSB00050313,wavs/SSB00050313.wav,替我退出,speaker_a,zh
SSB00050314,wavs/SSB00050314.wav,我们的问题是拼凑太紧密,speaker_a,zh
SSB00050315,wavs/SSB00050315.wav,就可以获得一部免费的特斯拉电动车,speaker_a,zh
SSB00050316,wavs/SSB00050316.wav,亚豪机构的分析师郭毅也认同这样的观点,speaker_a,zh
SSB00050317,wavs/SSB00050317.wav,铁血汗青,speaker_a,zh
SSB00050318,wavs/SSB00050318.wav,以及星际迷航舰长的扮演者克里斯派恩,speaker_a,zh
SSB00050319,wavs/SSB00050319.wav,这七个单价超过六万元的楼盘中,speaker_a,zh
SSB00050320,wavs/SSB00050320.wav,是一位演技备受肯定的女演员,speaker_a,zh
SSB00050321,wavs/SSB00050321.wav,以及有关篮球管办分离的讨论都是热点,speaker_a,zh
SSB00050322,wavs/SSB00050322.wav,目前拥有台湾等九处房产,speaker_a,zh
SSB00050323,wavs/SSB00050323.wav,现在技术足以支撑智慧城市的建设,speaker_a,zh
